Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Age,Property Type,Property Location,Co-Applicant,Property Price
m,31,2539.75,low,commercial associate,hr staff,semi-urban,48260.79,312.75,y,y,1,656.59,1,active,7,residential,rural,1,76538.36
f,18,1312.29,low,commercial associate,sales staff,semi-urban,152139.66,650.85,n,y,2,736.41,0,unpossessed,4,residential,semi-urban,1,247237.08
m,47,2094.06,low,working,sales staff,rural,29519.47,223.26,n,y,1,791.13,0,unpossessed,6,residential,rural,1,36340.99
f,28,2360.12,low,state servant,core staff,semi-urban,106601.48,427.3,y,n,2,716.42,1,unpossessed,6,commercial,rural,1,159681.91
f,51,1528.76,low,working,laborers,semi-urban,88845.76,401.28,y,y,3,723.6,0,unpossessed,4,industrial,semi-urban,1,127666.49
f,39,1302.24,low,working,high skill tech staff,rural,69876.42,331.33,y,y,4,717.73,0,inactive,4,residential,rural,0,126197.94
f,52,1633.41,low,commercial associate,sales staff,semi-urban,40948.41,240.25,n,y,3,741.47,0,inactive,4,commercial,semi-urban,1,74868.68
f,63,1699.72,high,pensioner,hr staff,rural,22834.78,121.01,n,y,1,735.5,0,inactive,5,residential,semi-urban,0,30897.26
m,64,2033.64,low,working,hr staff,semi-urban,8912.04,93.05,n,y,2,658.54,0,unpossessed,6,commercial,semi-urban,0,12614.52
f,24,4329.6,low,state servant,laborers,urban,77638.5,401.29,y,y,1,751.68,1,unpossessed,12,commercial,semi-urban,1,127150.93
m,18,1227.17,low,working,sales staff,semi-urban,39572.68,211.74,n,y,3,673.93,0,inactive,3,agriculture,urban,1,72480.23
f,40,2624.57,low,commercial associate,laborers,semi-urban,114130.02,589.14,y,y,3,859.5,1,active,7,agriculture,rural,1,183102.87
m,60,2611.25,low,commercial associate,laborers,semi-urban,67335.67,407.11,n,n,2,854.29,0,inactive,7,industrial,rural,1,90624.7
m,23,1872.65,low,commercial associate,drivers,semi-urban,33767.83,249.38,y,y,2,848.84,0,unpossessed,5,agriculture,urban,1,62385.08
f,21,2948.05,low,commercial associate,accountants,rural,150024.16,497.07,y,y,2,803.99,0,unpossessed,8,industrial,urban,1,191399.9
f,57,3040.46,low,working,laborers,semi-urban,67524.57,307.96,y,n,2,599.62,1,inactive,8,commercial,rural,1,112792.47
f,20,1638.6,low,working,sales staff,urban,37036.67,342.97,n,y,3,593.73,0,active,4,industrial,semi-urban,1,51877.53
m,59,2500.67,low,commercial associate,hr staff,semi-urban,111670.14,429.4,y,n,2,670.89,0,unpossessed,7,industrial,urban,1,149811.31
m,56,1352.55,low,working,hr staff,semi-urban,60798.08,297.69,n,n,3,676.47,0,unpossessed,4,agriculture,urban,1,71747.1
m,24,3375.12,low,working,private service staff,urban,159732.3,683.21,y,y,2,733.32,0,inactive,9,agriculture,urban,1,202712.79
f,34,2913.94,high,commercial associate,managers,semi-urban,190406.97,575.09,n,n,2,720.85,1,inactive,8,commercial,urban,1,213125.65
f,51,2664.33,low,commercial associate,hr staff,semi-urban,54355.24,564.68,n,y,2,814.81,0,unpossessed,7,residential,rural,1,100058.63
f,45,3529.0,low,working,sales staff,urban,36990.02,251.76,n,n,3,720.79,0,unpossessed,10,agriculture,urban,1,40871.22
m,44,1515.17,low,state servant,core staff,semi-urban,31514.76,257.98,n,y,1,631.51,0,unpossessed,4,residential,semi-urban,1,46480.05
f,64,4151.22,low,working,laborers,rural,141839.61,449.78,y,n,4,683.19,1,unpossessed,11,industrial,rural,0,220233.14
m,26,3230.75,low,working,hr staff,rural,141757.21,786.45,n,n,1,656.87,0,active,9,commercial,semi-urban,1,191731.23
m,18,1946.89,low,working,realty agents,rural,59484.65,280.46,y,y,4,827.55,0,inactive,5,residential,urban,1,67827.0
f,29,1331.45,high,working,accountants,semi-urban,19733.02,134.32,n,y,3,726.95,0,unpossessed,4,commercial,rural,1,29253.9
f,18,2801.72,low,working,drivers,rural,24461.74,119.94,y,y,2,610.44,1,active,8,residential,urban,1,42604.55
f,64,2222.435,low,working,sales staff,semi-urban,74436.17,408.36,n,y,1,730.61,1,inactive,6,residential,urban,1,133591.39
f,34,2222.435,low,working,laborers,rural,161067.69,712.05,n,n,2,743.4,1,unpossessed,6,industrial,urban,1,286020.99
f,20,2379.36,low,working,core staff,semi-urban,114819.35,352.52,y,y,2,815.3,0,unpossessed,7,agriculture,semi-urban,1,147015.85
m,32,998.92,low,state servant,laborers,semi-urban,85782.33,444.02,n,n,4,608.73,1,unpossessed,3,residential,semi-urban,1,154357.97
m,34,3879.18,low,commercial associate,core staff,semi-urban,85300.77,490.52,y,y,3,817.37,0,active,11,agriculture,semi-urban,1,109811.79
f,44,2934.62,low,commercial associate,cleaning staff,urban,21218.44,127.3,n,n,1,848.36,1,unpossessed,8,agriculture,rural,1,29893.13
m,44,2222.435,low,working,accountants,semi-urban,130288.68,699.58,n,y,2,739.82,1,unpossessed,6,commercial,urban,1,146744.05
m,18,1749.69,low,working,laborers,semi-urban,137561.07,542.22,n,n,2,632.19,0,unpossessed,5,residential,semi-urban,1,226278.71
f,35,782.62,low,state servant,laborers,semi-urban,112241.79,353.73,n,n,2,819.4,0,active,2,agriculture,urban,0,134389.43
m,24,2049.32,low,working,sales staff,semi-urban,27792.85,139.39,n,n,3,751.65,1,inactive,6,agriculture,rural,1,40987.75
m,42,1309.15,low,commercial associate,accountants,semi-urban,37168.96,210.42,n,y,2,614.5,0,unpossessed,4,residential,urban,1,49212.02
m,24,1590.75,low,commercial associate,hr staff,semi-urban,32159.78,168.43,y,n,1,780.14,0,unpossessed,4,agriculture,urban,0,54005.82
f,18,2798.61,low,working,core staff,rural,111432.58,422.01,n,n,2,699.52,0,unpossessed,8,residential,urban,1,160396.13
f,25,1553.3,high,working,laborers,rural,35962.59,237.0,y,y,1,739.82,0,inactive,4,residential,semi-urban,1,53907.49
f,39,2222.435,low,commercial associate,core staff,semi-urban,46999.93,256.62,y,y,3,686.56,1,unpossessed,6,industrial,semi-urban,1,81028.16
m,43,1697.16,low,commercial associate,sales staff,semi-urban,129376.05,652.85,y,n,2,697.22,0,active,5,agriculture,urban,1,152236.18
m,64,1959.72,low,working,private service staff,semi-urban,62073.86,327.82,y,y,1,753.49,0,unpossessed,5,industrial,urban,1,110818.56
f,22,2445.86,low,working,laborers,rural,87032.38,423.41,n,y,2,654.58,0,unpossessed,7,industrial,rural,1,114638.08
m,35,1612.38,low,working,managers,rural,48261.62,279.4,n,y,1,794.7,0,inactive,4,commercial,urban,1,85889.3
m,18,2222.435,low,working,drivers,rural,74532.85,295.15,n,y,2,662.56,0,inactive,6,industrial,urban,1,138187.04
f,43,1864.56,low,working,security staff,rural,33175.77,159.22,n,y,1,839.88,1,active,5,commercial,semi-urban,1,50555.46
m,46,2284.01,low,commercial associate,accountants,semi-urban,67578.27,341.03,y,n,2,751.37,0,active,6,residential,urban,1,120233.59
f,28,1700.24,low,working,sales staff,semi-urban,21455.31,223.8,y,y,2,757.42,0,active,5,agriculture,rural,1,34451.15
m,55,1841.53,low,working,security staff,semi-urban,86732.14,445.69,y,y,4,815.12,0,unpossessed,5,commercial,semi-urban,1,117047.36
m,40,2682.24,low,working,laborers,rural,109692.87,415.67,y,y,2,694.45,0,active,7,residential,urban,0,188584.74
f,50,5446.57,low,commercial associate,accountants,semi-urban,261602.15,979.96,n,y,2,764.41,0,unpossessed,15,industrial,urban,1,412685.31
m,60,4129.69,low,working,drivers,urban,50661.54,319.1,y,y,2,737.26,0,unpossessed,11,agriculture,semi-urban,1,95041.35
f,62,2222.435,high,pensioner,hr staff,semi-urban,119113.0,372.01,y,y,2,742.61,0,inactive,6,commercial,urban,0,139063.54
m,57,3033.87,low,state servant,core staff,semi-urban,115174.17,1033.14,n,y,4,726.71,0,active,8,residential,rural,1,157692.99
f,34,3176.66,low,working,sales staff,semi-urban,35186.13,334.68,y,y,1,645.54,0,active,9,industrial,rural,0,54769.82
m,44,3504.22,low,working,medicine staff,rural,93159.12,306.39,n,n,1,734.04,1,inactive,10,residential,rural,0,154700.64
f,59,2373.63,low,working,core staff,semi-urban,180505.05,718.45,n,y,2,862.86,0,unpossessed,7,agriculture,rural,1,219572.61
f,38,1786.09,low,state servant,accountants,rural,137660.39,527.64,n,n,2,779.96,1,active,5,commercial,semi-urban,1,206201.33
m,65,3075.91,high,pensioner,hr staff,urban,72729.46,720.46,n,y,1,880.09,0,inactive,8,residential,urban,0,120912.64
f,56,1844.93,low,state servant,core staff,semi-urban,206384.32,611.29,n,y,2,846.12,0,unpossessed,5,industrial,urban,1,295315.13
m,64,1123.07,high,pensioner,hr staff,rural,34602.91,225.44,n,y,1,844.5,0,unpossessed,3,agriculture,rural,1,43923.91
m,40,2222.435,low,commercial associate,accountants,urban,83655.62,374.84,n,y,1,777.89,1,unpossessed,6,industrial,semi-urban,1,104920.21
f,63,2222.435,high,state servant,secretaries,rural,40456.27,225.27,n,n,3,607.97,1,active,6,residential,urban,0,53185.85
f,34,3019.37,low,commercial associate,hr staff,semi-urban,125327.17,635.89,y,y,1,755.67,0,active,8,commercial,semi-urban,1,145651.19
f,49,2222.435,low,working,sales staff,semi-urban,46723.12,311.94,n,n,2,673.6,0,inactive,6,industrial,rural,1,87409.24
f,37,3042.2,low,working,laborers,rural,75618.62,360.06,n,n,1,726.69,0,active,8,commercial,rural,0,98969.44
m,24,1745.75,low,working,medicine staff,semi-urban,158581.52,491.52,n,y,3,720.76,1,inactive,5,residential,semi-urban,0,219496.81
f,36,1646.77,low,working,secretaries,semi-urban,46332.09,292.13,n,y,2,810.32,0,active,5,commercial,rural,1,83413.34
m,52,1964.28,low,commercial associate,laborers,rural,19921.72,95.94,n,y,1,628.59,1,unpossessed,5,agriculture,urban,1,27171.19
f,41,2283.31,low,commercial associate,hr staff,rural,40990.19,183.64,n,n,3,715.73,0,unpossessed,6,agriculture,semi-urban,1,66706.62
f,62,1250.27,high,pensioner,hr staff,rural,118721.25,358.14,n,y,1,739.82,0,inactive,3,residential,semi-urban,1,144186.54
f,65,2594.8,high,pensioner,hr staff,semi-urban,37236.03,194.43,y,n,2,814.81,0,inactive,7,residential,urban,0,61615.19
f,64,1932.96,low,working,hr staff,semi-urban,104255.33,488.26,y,y,2,833.39,0,active,5,residential,urban,1,128324.82
f,18,2724.86,low,working,laborers,semi-urban,100290.93,300.31,n,n,2,828.45,0,unpossessed,7,residential,rural,1,158928.68
f,18,3096.72,low,state servant,core staff,rural,156667.03,461.22,n,n,1,857.24,0,unpossessed,8,agriculture,rural,1,249822.75
m,65,1845.17,high,pensioner,hr staff,semi-urban,63261.0,425.95,n,n,2,785.59,0,inactive,5,agriculture,urban,1,98099.13
f,25,2222.435,high,state servant,hr staff,urban,106642.07,608.87,n,y,1,733.88,0,active,6,residential,rural,1,180503.05
f,29,2222.435,low,working,drivers,semi-urban,31037.18,275.68,y,y,1,748.88,0,active,6,residential,semi-urban,1,36030.9
m,63,4775.48,low,working,high skill tech staff,semi-urban,94828.58,375.81,y,n,2,774.05,0,inactive,13,residential,semi-urban,1,149102.94
f,56,2222.435,low,working,core staff,semi-urban,149433.02,548.72,y,y,3,739.82,0,inactive,6,residential,urban,1,253302.74
m,61,2746.53,low,working,core staff,urban,35786.26,380.16,n,n,3,840.2,0,unpossessed,8,agriculture,urban,1,66682.27
f,42,3739.78,low,working,laborers,semi-urban,102892.14,517.15,y,n,2,739.82,0,active,10,residential,semi-urban,1,158016.58
m,45,2928.5,high,commercial associate,laborers,urban,36299.84,194.09,y,y,1,746.39,0,unpossessed,8,agriculture,rural,1,51086.04
m,44,1987.31,low,working,drivers,semi-urban,14465.06,170.6,y,y,1,635.27,0,inactive,5,agriculture,semi-urban,1,16204.02
f,61,949.17,low,working,security staff,semi-urban,24003.19,228.37,y,y,2,790.69,0,unpossessed,3,commercial,semi-urban,1,44426.63
m,49,2222.435,low,working,core staff,semi-urban,126354.98,432.37,y,y,2,739.82,0,active,6,commercial,urban,1,214621.05
f,53,2368.67,low,working,core staff,semi-urban,38221.73,181.29,n,n,2,802.46,1,unpossessed,6,industrial,urban,1,72003.5
f,54,2443.68,low,working,laborers,semi-urban,77357.51,704.55,n,n,1,619.51,0,unpossessed,7,residential,rural,1,142233.77
f,52,2222.435,low,commercial associate,managers,urban,78797.34,370.91,n,y,4,785.83,0,inactive,6,industrial,rural,1,100977.88
m,61,5224.72,low,working,sales staff,rural,36390.7,204.71,y,y,4,765.81,0,inactive,14,commercial,urban,0,42925.49
f,63,2196.58,high,working,hr staff,semi-urban,99534.64,566.51,n,y,2,623.28,0,active,6,commercial,urban,1,177535.11
f,64,2932.52,high,pensioner,hr staff,semi-urban,185747.92,552.29,n,n,2,847.94,0,unpossessed,8,residential,semi-urban,0,262278.71
f,21,505.32,low,working,cleaning staff,semi-urban,21993.83,156.31,n,n,2,715.59,0,active,1,agriculture,rural,1,40762.79
m,26,2357.67,low,working,laborers,semi-urban,88228.89,257.42,n,n,5,837.33,0,unpossessed,6,agriculture,semi-urban,1,132307.86
m,51,3817.66,high,commercial associate,laborers,semi-urban,233810.21,640.44,n,n,2,744.03,0,active,10,commercial,semi-urban,1,374125.03
m,18,2222.435,low,working,medicine staff,semi-urban,135084.69,522.81,n,n,3,725.99,0,active,6,industrial,urban,1,215547.75
m,19,1840.1,high,working,hr staff,semi-urban,77989.46,393.13,n,y,2,737.63,0,active,5,industrial,rural,1,128445.86
f,58,2222.435,low,working,laborers,semi-urban,68559.9,334.34,y,n,2,677.13,0,unpossessed,6,agriculture,semi-urban,1,84417.25
m,55,2424.2,low,commercial associate,security staff,semi-urban,133845.62,468.17,y,n,1,665.56,1,inactive,7,commercial,semi-urban,0,190518.05
m,40,2222.435,low,state servant,medicine staff,rural,41000.09,209.43,n,y,2,768.05,0,inactive,6,commercial,semi-urban,1,109993.61
m,32,4383.61,low,working,managers,rural,30993.72,375.205,y,n,2,698.03,0,active,12,commercial,rural,1,53355.97
f,37,1849.89,low,working,accountants,semi-urban,39897.22,294.0,n,y,2,688.07,0,inactive,5,commercial,urban,0,61017.48
f,65,3488.69,high,pensioner,hr staff,semi-urban,128463.85,560.29,y,n,4,690.58,1,active,10,industrial,rural,1,204784.36
m,44,1645.09,low,working,accountants,rural,26783.94,137.93,n,y,1,710.63,0,unpossessed,5,agriculture,urban,1,42031.58
f,18,2222.435,low,state servant,core staff,urban,47865.9,400.75,n,n,1,761.32,0,active,6,agriculture,rural,1,87710.33
m,45,2795.52,low,state servant,hr staff,semi-urban,185471.31,748.86,n,y,2,827.5,0,inactive,8,agriculture,rural,1,339811.24
m,18,2655.82,low,commercial associate,accountants,semi-urban,90336.14,475.57,n,n,1,828.46,0,active,7,residential,rural,1,144702.71
f,42,1953.18,low,state servant,hr staff,semi-urban,60074.71,390.23,n,y,1,886.32,0,inactive,5,agriculture,semi-urban,1,76013.6
f,39,2353.68,low,working,sales staff,semi-urban,19708.22,147.17,n,y,2,733.26,0,active,6,residential,rural,1,29634.45
f,36,2485.25,low,working,sales staff,semi-urban,190992.18,647.99,y,y,2,787.62,0,inactive,7,residential,rural,1,244725.78
m,18,3416.31,low,working,high skill tech staff,semi-urban,179712.73,1094.15,n,y,2,818.37,0,unpossessed,9,industrial,urban,1,330421.25
f,18,2222.435,low,working,hr staff,semi-urban,55177.83,192.56,n,n,2,769.05,0,active,6,residential,semi-urban,1,99199.26
f,28,1763.52,low,working,managers,rural,97878.54,481.5,n,y,2,630.16,0,inactive,5,industrial,semi-urban,0,178652.46
f,61,2348.53,high,pensioner,hr staff,semi-urban,72419.07,395.33,n,y,2,745.27,0,unpossessed,6,residential,urban,0,99932.14
f,58,2000.33,low,working,core staff,semi-urban,34047.3,181.04,n,y,2,631.1,0,unpossessed,5,agriculture,rural,0,59266.02
m,65,810.26,high,pensioner,hr staff,semi-urban,20611.8,100.68,n,y,1,821.4,0,active,2,agriculture,semi-urban,1,35235.81
f,33,2222.435,low,state servant,core staff,semi-urban,134826.73,624.07,n,n,2,785.53,1,active,6,commercial,urban,1,194007.35
f,59,2222.435,low,working,drivers,semi-urban,244935.66,943.55,n,y,4,739.82,1,unpossessed,6,agriculture,rural,1,324746.21
m,18,3970.77,low,commercial associate,laborers,urban,168051.05,504.64,y,n,2,744.79,1,active,11,residential,urban,1,195241.67
f,64,3900.4,high,pensioner,hr staff,semi-urban,75312.18,372.13,n,y,2,789.67,1,inactive,11,industrial,semi-urban,1,134463.05
f,48,2513.63,high,working,laborers,semi-urban,153698.36,732.61,y,y,2,646.16,1,unpossessed,6,agriculture,rural,1,201205.03
m,36,1940.35,low,working,sales staff,semi-urban,39822.54,285.77,n,n,2,793.82,0,inactive,5,residential,semi-urban,0,54951.64
f,60,4151.19,low,working,managers,semi-urban,20345.13,233.66,n,n,2,769.66,0,inactive,11,industrial,semi-urban,1,33493.18
m,58,2365.16,low,working,cooking staff,rural,203975.34,877.13,y,y,2,806.25,0,inactive,6,commercial,urban,1,287555.07
m,18,2222.435,low,state servant,laborers,semi-urban,124221.9,653.99,n,y,4,760.15,0,inactive,6,industrial,urban,1,222232.88
m,35,2848.59,low,working,hr staff,urban,87251.71,432.04,y,y,2,760.56,0,unpossessed,8,residential,rural,1,101874.91
f,65,1601.92,high,pensioner,hr staff,semi-urban,41021.4,191.82,n,y,2,835.58,1,inactive,4,residential,urban,1,46745.43
m,33,2222.435,low,commercial associate,laborers,urban,64754.34,333.42,n,y,2,770.02,0,unpossessed,6,residential,urban,1,107895.57
m,42,2962.51,low,working,managers,semi-urban,97968.22,363.83,y,y,2,685.23,0,unpossessed,8,commercial,semi-urban,1,137971.62
m,18,4128.12,low,commercial associate,drivers,urban,95744.62,439.16,y,n,3,810.32,0,active,11,industrial,semi-urban,1,108518.02
m,28,3050.09,low,working,core staff,semi-urban,92833.65,375.205,y,y,3,804.35,0,inactive,8,industrial,semi-urban,1,133107.99
m,43,2222.435,low,working,laborers,semi-urban,49146.91,274.85,n,n,2,739.82,0,unpossessed,6,industrial,semi-urban,1,54443.85
f,41,1825.26,low,commercial associate,waiters/barmen staff,rural,62347.8,429.41,n,y,2,689.05,0,inactive,6,commercial,urban,1,95783.25
f,24,1572.29,low,working,laborers,semi-urban,131801.07,461.06,n,y,2,739.82,0,active,4,commercial,urban,1,166944.25
f,46,2222.435,low,working,laborers,semi-urban,49099.95,232.77,n,y,4,697.4,0,unpossessed,6,commercial,semi-urban,1,78654.66
m,29,1900.72,low,commercial associate,laborers,semi-urban,118630.76,442.42,y,n,2,806.94,0,inactive,5,industrial,urban,1,198322.52
m,64,1668.8,high,pensioner,hr staff,semi-urban,31201.2,179.36,n,y,1,739.82,0,inactive,5,agriculture,rural,1,36846.04
f,65,2222.435,high,pensioner,hr staff,semi-urban,11957.12,87.84,n,n,2,814.57,0,inactive,6,industrial,rural,0,14648.22
m,34,1575.41,low,working,core staff,semi-urban,27986.8,199.54,n,y,4,735.81,0,unpossessed,4,industrial,rural,1,38863.84
m,18,2018.53,low,working,laborers,semi-urban,36966.99,224.16,y,y,4,755.71,0,active,6,industrial,semi-urban,1,56280.5
m,28,2700.65,low,commercial associate,security staff,semi-urban,173051.91,651.16,n,n,2,796.37,0,inactive,7,industrial,urban,1,229171.81
f,18,1309.75,low,working,core staff,semi-urban,43196.15,243.12,y,y,1,679.73,0,unpossessed,4,residential,semi-urban,0,71159.2
f,49,1820.41,low,working,managers,semi-urban,86412.67,420.4,y,n,3,727.48,0,active,5,agriculture,rural,1,145454.02
f,64,1022.26,low,state servant,core staff,rural,76110.53,434.75,n,y,3,649.88,0,unpossessed,3,industrial,rural,1,137925.43
m,60,2222.435,high,commercial associate,laborers,rural,125467.78,398.75,n,y,2,676.52,0,unpossessed,6,residential,rural,1,196716.52
m,28,2063.7,low,working,hr staff,rural,27833.25,237.39,y,y,3,608.77,0,unpossessed,6,residential,urban,1,45060.55
m,55,3051.75,low,commercial associate,accountants,rural,122928.46,671.88,y,y,2,794.78,0,unpossessed,8,commercial,rural,1,210962.45
f,25,2222.435,low,commercial associate,sales staff,semi-urban,176629.74,715.71,y,n,2,827.29,1,inactive,6,industrial,rural,1,280502.97
f,18,2222.435,low,commercial associate,sales staff,semi-urban,61810.46,296.59,n,n,3,720.64,0,inactive,6,commercial,rural,1,101074.03
m,64,2966.33,low,working,laborers,semi-urban,117313.29,320.27,n,y,4,702.79,0,inactive,8,agriculture,semi-urban,0,139325.45
m,30,1059.82,low,working,medicine staff,semi-urban,11424.47,121.69,n,y,3,690.51,0,unpossessed,3,agriculture,urban,1,14711.77
f,41,2622.02,low,commercial associate,managers,semi-urban,111716.66,328.34,y,n,2,824.48,0,unpossessed,7,industrial,urban,1,196991.69
f,18,2210.34,low,commercial associate,accountants,semi-urban,61688.92,340.33,n,y,4,716.17,0,active,6,industrial,rural,0,82218.56
